Nom,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Sebastian Trachsel,,,,,,,4:39.92,,,,,,,,
Dennis Sutter,,,,,,,,,,,,4:19.59,4:05.15,3:57.39,
Lukas Gafner,,4:31.49,,,,,4:17.67,,,,,,,,
Jonas Luternauer,,,,,,,4:42.45,4:51.16,4:43.75,,4:43.93,4:40.83,,,
Benedikt Laska,,4:30.99,,,,,,,,,,,,,
Etienne Mollier,,6:10.02,,,,,,,,,,,,,
Jonathan Vogel,,,,,,5:28.57,,,,,,,,,
Cédric Deillon,,,,,,,,,,,,,,,4:41.44
Thomas Racine,,,4:58.56,,,,,,,,,,,,
Simon Porras,,,,,,,4:08.19,4:11.46,4:01.91,3:55.38,4:06.40,3:54.88,,,
Mike Springmann,,,,,,4:45.82,,,,,,,,,
Jonas Gafner,,,,4:28.43,,,,,,,,,,,
Fabian Rüdisühli,,,,,,,,,,,,,,5:04.94,
Daniel Kuster,,,4:41.91,,,,,,,,,,,,
Antonin Salamin,,,,,,,5:09.97,,,,,,,,
Thomas Egger,,,,,,,,,,,,5:44.25,,,
Simon Rohrbach,,4:28.23,4:10.01,4:08.36,4:05.98,4:03.78,,,,,,,,,
Tim Jakob,,,,4:40.89,4:33.37,4:33.37,4:24.31,4:27.48,4:28.35,,4:37.03,4:23.66,,4:27.40,
Janick Gerber,,,,,,,,5:00.02,,,,,,,
Basil Roth,,,,,,,,,,,4:38.01,4:38.36,,,
Urs Henggeler,4:40.40,,,,,,,,,,,,,,
Edmond Demoulin,,,,,,,,,,,,,,4:19.52,
Lukas Oehen,,,,,,,,,,3:59.72,,,,,4:03.93
Wondimu Bussy,,,,,,4:28.48,4:09.79,4:11.65,,,3:59.62,4:09.46,,,
Pascal Reifler,,,,,,,,,,,,,4:50.55,,
Simon Knellwolf,4:06.18,4:09.24,4:08.31,4:16.14,4:17.82,,,4:19.18,,4:28.28,,,,,
Allan Bonjour,,4:58.34,4:28.46,4:42.19,4:20.10,4:10.72,4:04.30,4:10.83,,3:59.45,4:02.48,3:58.33,3:54.83,,
Jonathan Hofer,,,,,,,,,,,,4:34.05,4:10.09,4:03.90,3:57.26
Remy Piffaretti,,,,,,,,,,,,,,,5:26.68
Gregor Buser,4:25.75,,,,,,,,,,,,,,
Ueli Albert,3:53.67,,3:57.40m,,,,,,,,,,,,
Sandro Wirth,,5:38.18,,5:05.88,,,,,,,,,,,
Lucas Frauenlob,,,,,,,,,,,,4:29.04,4:23.86,,
Gianni Hengartner,,5:55.86,5:52.57,,5:40.61,,,,,,,,,,
Patrick Nispel,4:00.66,,3:56.73,3:52.93,,4:00.46,,,,,,,,,
Simon Hollinger,,,,,,,,5:03.84,4:55.79,,4:19.83,4:23.65,,,
Leonard Fontannaz,,,,,,,,,,,,5:04.92,,,
Jonas Fahrni,,4:15.72,4:06.96,4:00.94,3:58.00m,3:54.38,3:55.60,,,,,,,,
Raffaele Bischof,,,,,5:06.51,,,,,,,,,,
Kilian Schmucki,,,,,,,4:49.19,4:22.94,4:27.68,,,,,,
Vicente Herrera,,,,,,,,,,4:27.46,,,,,
Nico Hegmann,,,,,,,,,,,,,,4:13.76,4:08.02
Nicolas Kick,,,,,5:04.56,,,,,,,,,,
Raphael Dettwiler,,4:53.93,,,,,,,,,,,,,
Bruno Schmid,,,,,,,,,,4:56.80,4:40.07,4:51.26,,,
Damiano Borgna,,,,,,4:48.07,4:50.51,,,,,,,,
Philippe Egger,,,,,,,,,,5:06.15,5:18.43,,,,
Christian von Allmen,4:21.15,4:23.87,4:18.80,,,,,,,,,,,,
Martin Masserey,,,,,,,,,,4:29.27,4:16.47,4:12.82,4:11.22,,
Jonas Marugg,,,,,,,,,,4:46.75,,,,4:54.30,
Charles Guex,5:15.15,,,,,,,,,,,,,,
Binyam Furui,,,,,,,,,,4:15.18,4:04.60,4:02.25,,,
Tobias Lüthi,4:49.90,4:20.01,4:20.48,4:15.08,4:10.30m,4:03.31,4:04.77,4:04.60,3:58.61,,4:04.25,4:03.17,4:18.61,4:12.17,
Severin Müller,,,,,,,,4:27.80,4:38.38,4:23.17,,,,,
Steve Bernard,,4:49.89,,,,,,,,,,,,,
Luca Martignoni,,,,,,,,,,,4:28.63,4:23.01,4:26.78,4:27.63,
Claudius Bigler,,,,5:11.93,,,,,,,,,,,
Tizian Folly,,,,,,,,,,,,4:41.18,4:39.56,,
Adrien Jayet,5:08.19,5:17.76,,,,,,,,,,,,,
Christopher Willcocks,,,,,,4:52.44,,,,,,,,,
Maximilien Gerber,5:00.03,,,,,,,,,,,,,,
Patrick Untersee,,,,,,5:37.88,,,,,,,,,
Kevin Zutter,,,,,,,5:04.72,4:45.25,,,,,,,
Reto Fässler,,,,,,,,,,,,,,4:53.88,4:50.66
Stefan Schmocker,,,,,4:55.02,4:51.02,4:51.86,4:51.03,4:37.48,,,,4:37.63,,
Maxime Staudenmann,,,,,,,,,,,,5:03.78,,,
Njaal Aase,,,,,,,,,,,,4:44.37,4:21.79,4:25.39,4:21.27
Gabriel Willauer,4:28.18,4:12.98,4:11.14,,,4:17.68,3:59.35,,4:04.45,,,,,,
Andreas Dubach,,,,,,4:53.81,,,,,,,,,
David Fröhlich,4:38.56,4:57.61,,,,,,,,,,,,,
Nico Marthy,5:04.95,4:57.68,,,,,,,,,,,,,
Patrick Kirchlechner,,,,,,,,,,,5:17.76,,5:52.30,,
Reto Ramusch,,5:42.84,5:39.24,,,,,,,,,,,,
Simon Golay,,,,,,,,,,,,4:29.33,,4:21.46,
Raphael Schnider,,,,5:05.35,5:07.93,5:18.46,,,,,,,,,
Severin Sidler,,5:34.51,,,,,,,,,,,,,
Daniel Delfosse,5:16.56,,,,,,,,,,,,,,
Christophe Michel,,,,,,,,,,4:36.92,4:43.00,,,,
Miguel Matos,,,,,,,,,,,,,,4:18.34,4:06.44
Dave Derigo,,,,,,,,,,,4:25.08,4:09.71,4:06.95,4:08.19,
Jan Brecelj,,4:30.42,4:17.89,,,,,,,,,,,,
Julien Bonvin,,,,,,,,,,5:15.31,,,,5:17.26,
Nico Salvisberg,,,,,,,4:30.95,,,,,,,,
Albion Dautaj,,,,,5:27.70,,,,,,,,,,
Daniel Mächler,,4:49.18,,,,,,,,,,,,,
Lorenzo Martinoli,,,,,,,,,,,,,5:03.83,,
Roger Riegendinger,,4:01.49,4:01.47,4:09.10,4:12.65,4:01.10,,4:16.49,,,,,,,
Ettore Poroli,,,,,,,,,,,,4:28.41,4:32.32,4:39.67,
Paolo Graifemberg,4:41.28,,,,4:57.08,,5:00.03,4:57.83,,5:16.40,5:15.25,,,,
Luca Gisler,,,,,,,,,,,,,,6:27.09,6:17.55
Nico Sahli,,,,,,,4:50.22,,,,,,,,
Samuel Ziegler,,,,4:50.67,,,,,,,,,,,
Andy Coendet,,,,,,,,,,,,,,,3:59.06
Tristan Fanelli,,,,,,,,,,5:23.21,,,,,
Jakub Bossowski,,,,4:33.85,4:27.78,4:34.58,4:33.18,,,,,,,,
Rafael Vögtli,,,,,,,,,,,5:04.62,4:57.05,,,
Benedikt Bühler,,5:40.76,5:43.69,,6:00.23,5:56.33,,,5:31.26,5:39.77,,,,,
Jean Lambert Hétault,,,,,,,,,,,,4:53.76,,,
Nathan Dugast,,,,,,,,,4:22.36,,,4:03.54,,,
Stefan Breit,3:48.65,3:49.17,3:46.66,3:48.95,3:46.83,3:45.53,3:40.61,3:45.42,3:55.04,,,,,,
Luca Corthésy,,,,,,,,,,,,4:13.24,4:12.65,,
Luca Maly,,,,,,,,,,,,,,5:24.31,5:10.44
Hannes Kiser,,5:09.52,,,,,,,,,,,,,
Dennis Buitendijk,,,,,,,,,,4:54.64,4:56.50,,,,
Noe Zeller,,,,,,,,,,,,,4:33.23,4:43.81,
Philipp Widmer,,,4:41.50,4:26.47,4:38.95,,,4:37.41,4:58.29,4:43.25,,,,,
Christopher Fronebner,,,,,,,,,,4:29.03,,,,,
Maxime Grivel,,4:22.51,4:15.25,4:12.12,,,,,,,,,,,
Bastien Schweickhardt,,,,,,,,,,,,4:16.68,,,
Michael Curti,,,4:38.33,,4:14.14,4:09.81,3:58.31,3:57.08,,3:56.12,,3:49.10,3:44.26,3:44.75,3:58.64
Matteo Favre,,,,,,,,,,,,4:47.07,4:42.32,4:27.33,
Rodrigo Adarraga,,,,,,,,,,,,,5:12.77,,
Loïc Ruchat,,,4:10.94,,,,,,,,,,,,
Fabian Kreienbühl,4:40.38,4:24.66,4:21.38,4:05.30,3:56.92,3:57.85,3:55.70,3:53.79,,,,,,,
Armin Flückiger,,,,4:24.90,4:13.99,4:15.15,4:13.04,4:12.08,4:08.61,4:06.44,,,,,4:09.26
Killian Geydet,,,,,,,,,,,4:38.88,4:31.36,,,
Alexandre Jodidio,,,,,4:06.17,4:05.31,3:57.15,4:00.65,4:05.31,,,,,,
Marco Kern,3:53.40,3:49.58,3:50.01,3:47.02,3:45.58,3:45.02,3:48.90,,3:52.06,3:48.09,3:51.75,,,,
Edgar Haldimann,4:18.17,4:09.51,,4:15.44,,,,,,,,,,,
Gabriel Surdez,,4:39.47,,,,,,4:49.79,,,,,,,
Seare Weldezghi,,,,,,,,,,,,,,4:33.70,4:15.83
Stefano Anzani,,,,,,,,,,,,,5:24.23,,
Damian Zellweger,,,5:02.80,,,,,,,,,,,,
Arnaud Joris,,,,,,,,,,,,,4:52.26,,
Marco Wuhrmann,,,,,,,,,5:47.42,,,,,,
Emanuele Neve,,,,,,,,,,4:21.88,,,,,
Robin Fayan,,,,,,,,,,,4:01.19,3:59.20,,,
Sascha Werner,,,,,,,,,,,,,5:12.73,,
Sandro Gsell,,,,4:45.91,4:40.65,,,,,,,,,,
Philipp Engeler,5:25.88,,,,,,,,,,,,,,
Simon Schüpbach,4:28.88,,,,,,4:25.70,4:10.80,4:02.23,3:59.13,3:57.49,4:05.28,3:57.69,3:55.68,3:58.21
Raphael Frei,,,4:07.86,3:59.67,3:57.87,3:54.04,3:53.23,4:09.61,,,,,,,
Noah Greisser,,,,,,,,,,,,,,,4:12.42
Nils Walz,,,,,,,,,5:05.88,,,,,,
Kaspar Scheiber,5:34.13,,,,,,,,,,,,,,
Lukas Zingg,,,,,,,,,,,,,4:55.69,4:44.42,
Sven Schnyder,,,,,5:15.57,,,,,,,,,,
Kevin Gasser,,,,,,5:00.56,,,,,,,,,
Niklaus Oppliger,,,,5:10.34,,,,,,,,,,,
Siegmund Altendorfer,4:53.77,,,,,,,,,,,,,,
Jonas Favre,,,,,,,,,,,,,,5:38.62,
Daniel Weder,4:42.54,,,,,,,,,,,,,,
David Erard,,,5:18.26,,,,,5:23.80,,,,,,,
René Oechslin,5:37.02,,,,,,,,,,,,,,
Eric Stirnemann,4:41.45,,,,,,,4:11.13,,,,,,,
Jonas Gehrig,,5:27.28,,,4:57.13,,,,,,,,,,
Matteo Croci,,,6:40.76,,,,,,,,,,,,
Sandro Wanner,,,,,,5:24.38,5:21.87,4:55.10,5:00.88,4:59.01,,,,,
Erik Schegg,,,,,,,,,,,,4:26.57,4:12.29,4:08.23,4:08.29
Nick Eggerschwiler,,,,,,4:39.09,,,,,,,,,
Nicolas Geinoz,4:42.05,,,,,,,,,,,,,,
Loris Pellaz,,,,,,,,,,4:31.09,4:10.68,4:07.98,4:04.44,,3:56.44
Yves Spira,,,4:26.74,,,,,,,,,,,,
Adrian Rentsch,4:38.23,4:42.18,4:40.35,,,,,,,,,,,,
Fabian Kuert,,,,,,,,,4:07.45,4:04.54,,,,3:56.98,
Maxwell Koulen,,,,,,,,,,,,,,,4:00.00
Christoph Sommer,,4:07.80,4:12.45,,,,,,,,,,,,
Justin Nikles,,,,,,,,,,4:53.16,,,,,
Loïc Dubois,,,,,,,,,,,,,,4:32.09,
Manuel Greca,,,5:26.63,5:25.05,5:35.03,,,,,,,,,,
Martino Kick,,,,,,,,,5:07.70,4:51.66,4:42.50,,,,
Alain Croisier,4:39.95,4:22.71,4:22.39,,,4:24.77,,,4:09.64,,4:16.94,,4:03.14,4:00.39,
Alexis Lherieau,,,,,,,,,,,,,4:19.95,,
Dominik Ummel,,,,,,,,,,4:16.93,4:07.51,4:03.14,3:58.06,,
Stéphane Howald,,4:40.48,4:25.68,4:32.51,,,,,,,,,,,
Matteo Lombardi,,,,,,,,,5:18.79,,,,,,
Philipp Renner,,,,,,,,,,,,,4:19.92,4:15.88,4:17.22
Frédéric Roggo,4:49.92,4:31.44,,,,,,,,,4:32.57,,,,
Adrian Binggeli,,,,,,4:37.19,4:36.12,4:45.11,,,,,,,
Simon Märki,,5:09.70,5:13.84,5:11.94,,,,6:10.80,,,,,,,
Simon Kälin,4:36.94,4:39.42,,,,,,,,,,,,,
Thibault Curty,,,,,,,,,,4:19.50,4:21.80,4:20.64,4:16.12,,
Noah Diener,,,,,,,,,,,5:28.00,,,,
Marco Gnos,4:00.19,4:18.96,,,,,,,,,,,,,
Jérôme Crettaz,,,,4:26.30,4:22.22,4:21.43,,,,,,,,,
Benedikt Zweifel,,,,,4:26.08,,,,,,,,,,
Olivier Theurillat,,,,,,,,,,,,,4:28.62,,
Marko Gajic,,,,,,,,,,5:30.94,,,,,
Jérôme Epiney,,,4:41.16,4:26.77,4:23.77,4:27.49,4:26.23,,,4:14.76,,,,,
Damien Schaller,,5:06.51,4:47.32,4:46.48,,,,,,,,,,,
Thomas Wiedmer,,4:45.50,,,,,,,,,,,,,
Laurent Schaller,4:17.60,4:07.19,4:09.54,4:03.22,3:58.46,,3:58.41,3:59.42,4:04.07,,,,,,
Francesco Cirillo,4:50.79,5:00.25,,,,4:57.01,,,,,,,,,
Fabio Bühler,,,,,,,,,,5:01.05,4:55.75,4:56.71,5:04.36,,
Siegfried Zoller,,,,,,,,,,,,,,4:51.81,
Alexandre Haueter,,,,,4:59.71,4:51.83,4:52.51,,,,,,,,
Pierre Surdez,,,,5:36.38,,,,,,,,,,,
Silvio Rolli,,4:42.80,,,,,,,,,,,,,
Steven Malischke,,,,,,,4:17.20,4:10.72,4:09.44,4:05.06,4:03.46,,,,
Simon Ammann,,,,,,,,,,4:19.25,4:08.29,3:59.26,,4:05.46,4:01.48
Florian Riedel,,,4:34.62,4:24.03,,4:40.15,,,,4:28.19,,,,,
Yan Orlandi,,4:13.32,,,,,,,,,,,,,
Jonas Fringeli,4:27.50,4:23.11,4:29.08,4:36.28,4:24.67,4:25.75,4:19.59,,4:27.37,4:30.44,4:25.41,4:39.57,,,
Iacopo Rossi,,,,,,,,,,,,4:42.01,,,
Karim Jammoul,,,,,4:25.78,,4:20.73,4:16.28,,,,,,,
Björn Schräder,,,,,,4:19.65,4:13.20,4:16.56,,,,,,,
Luca Krähenbühl,,,,,,,,,,,,,,,4:56.93
Stefan Gerber,,,,,,,,5:12.63,4:25.47,4:17.71,,,,,
Jann Tscharner,3:57.10,3:57.21,3:55.12,3:53.11,4:03.01,3:55.26,3:52.22,3:55.53,,3:59.23,4:08.52,,,,
Philemon Fuchs,4:12.48,4:04.57,4:05.43,4:04.01,4:02.80m,4:00.02,4:01.12,,,,,,,,
Elias Gemperli,,,,,,,4:28.30,,,,,,,,
Jonas Müller,,,,,,,,5:41.66,,,,,,,
Jean-Claude Deriaz,,,,,,,5:40.10,,,5:35.56,,5:50.89,5:58.47,,
Simon Bieri,,,,,,5:13.62,,,,,,,,,
Basil Rajendram,,,5:49.25,,,,,,,,,,,,
Timothy Sargenti,,,,,,,,,,,,,,5:46.10,
Michael Pfanner,4:28.42,,,,,,,,,,,,,,
Alexandro Dallenbach,,,,,,4:01.70,,,,,,,,,
Pascal Haas,,,,,,,,,,,,,4:01.21,,4:06.37
Christoph Rentsch,,4:54.98,,5:00.14,,5:01.14,,,,,,4:54.94,,,
Yannick Zeller,,,,,,,,,,,,,,,4:43.18
Dario Josi,,4:39.22,4:24.90,,4:28.09,,,,,,,,,,
Paul Hügli,4:11.27,,,,,,,,,,,,,,
Giovanni Liebich-Respini,,6:59.88,,,,,,,,,,,,,
Nico Oechslin,,,,,,,,,,4:46.10,4:46.45,,,,
Jan Hendrik Neiser,,,4:32.67,4:30.08,,,,,,,,,,,
Benoit Wenger,,,,,,,,,,,,,,4:22.20,4:11.87
Mischa Lubasch,,,,,,,,,,4:08.47,4:06.84,4:02.92,,,
Carli Esser,5:00.70,,,,,,,,,,,,,,
Cyrill Näpflin,,5:23.49,,,,,,,,,,,,,
Christian Loosli,,,5:07.69,4:40.62,4:50.96,4:43.08,,4:32.20,4:55.52,4:40.17,,,,,
Yann Schlegel,,,4:43.28,4:37.87,4:40.48,,,,,,,,,,
Thomas Saner,4:10.19,4:15.45,4:07.56,4:23.71,,,,,,,,,,,
Jérémy Jubin,4:36.85,4:28.93,,,,,,,,,,,,,
Yves Müller,,,5:21.62,,,,,,,,,,,,
Alain Demund,,,,,5:21.84,5:09.48,,,5:15.47,,,,,,
Maxime Walt,,,,,,,,4:49.50,,,,,,4:20.57,
Fabian Kammermann,,,,,,,4:16.60,,,,,,,,
Samuel Coppey,,,,,,,,,,6:57.89,,,,,
Nicola Wernli,,,4:39.75,5:06.49,4:57.21,,,,,,,,,,
Arnold Rüdisüli,,,4:25.85,,,,,,,,,,,,
Maxime Bichsel,,,,,,,,,,,4:51.36,,,,
Tolossa Chengere,3:45.16,3:45.85,3:41.79,3:46.48,3:45.61,3:46.88,,,,,,,,,
Christoph Zwahlen,4:53.18,,5:04.80,,5:00.79,,,,,,5:28.76,,,,
Simon Leu,5:27.80,,4:42.03,,,,,,,,,,,,
Benjamin Aellen,,5:06.95,4:40.67,,,,,,,,,,,,
Leonardo Nannini,,,,,4:50.76,,,,,,,,,,
Hassan Gemmo,,,,,,,,,,,,,5:06.23,,
Dominik Dölger,,,,,,,,,,,4:26.73,4:17.67,4:19.00,4:16.53,4:15.77
Anton Sökeland,,,,,,,4:57.33,,,,,,,,
Simon Weidmann,,,,,,,6:15.23,,,,,,,,
Rubén Oliver,4:04.14,4:06.95,4:02.83,,,4:10.18,,,4:12.02,,,,,,
Matteo Tamagni,4:15.97,4:09.80,4:08.55,,,,,,,,,,,,
Melvin Frossard,,,,,,,,,,,4:12.52,,,,
Benjamin Lang,,,,,,,4:37.28,4:28.50,,4:26.40,,,,,
Michael Barmet,,4:28.76,,,,,,,,,,,,,
Bastien Flückiger,,,,,4:44.83,,,,,,,,,,
Marc Röthlisberger,,,,,,5:16.41,,4:56.98,4:56.60,4:49.84,4:45.83,4:45.99,4:54.68,4:49.36,4:45.78
Alexandre Favre,,5:31.30,5:15.70,,,,,,,,,,,,
Sidney Tschopp,5:07.23,,,,,,,,,,,,,,
Florian Steuri,,,,,,,,5:45.31,,,,,,,
Julien Wyss,,,,,,,,,,5:20.86,,5:24.95,,,
Louis Low-Beer,,,,,,,,,,,,,,,4:00.43
Michael Pulfer,,,,,,,,4:50.13,4:48.62,4:38.99,,,5:03.73,,
Janis Bachmann,,,,,4:42.23,4:37.93,,,,,,,,,
Hans Haldi,,,,,,,,,6:08.01,,,,,,
Florian Schmid,,,,,,,,,,,5:00.66,5:01.71,,,
Christoph Bühlmann,,,,,,,,4:17.37,,,,,,,
Florin Ayer,,,,,,,4:14.28,,,,,,,,
Matthias Studiger,,,,,,,,5:02.78,,,,,,,
Björn Müller,,,,,,,,,,,,,4:20.93,4:50.19,
Sydney Jäger,,,,,,,,,,,,,,,4:54.72
Fabien Schär,,,,5:21.90,,,,,,,,,,,
Philipp Wiget,4:48.00,4:55.84,5:00.51,,4:56.30,,,,,,,,,,
Johnny Föhn,4:53.66,,,,,,,,,,,,,,
Sebastiano Sconzo Russo,,,,,,,,,,5:25.99,,,,,
Fabian Zihlmann,,,,,,,,,,,,,4:59.88,4:50.09,
Jonas Widmer,,,,,,,,,,5:10.41,,,,,
Thomas Dugré,,,,,,,,,,,,,,,4:14.98
Ueli Häfliger,,,,,,4:41.15,4:34.28,4:33.38,,,,,,,
Loïc Dumas,,,,,,,4:31.94,4:44.79,4:48.77,4:36.07,,,,,
Romain De Pury,,,,,,,,,,,,,4:16.89,4:14.89,
Sandro Schalch,4:41.74,,4:37.79,,,,,,,,,,,,
Raphaël Grandjean,,,,6:16.12,5:46.68,,,,,,,,,,
Gregor Probst,4:21.09,4:31.60,,,,,,,,,,,,,
Damian Ingold,,,4:51.21,4:54.95,,,,,,,,,,,
Luca Weber,,,,,,,,,,4:44.85,,,,,
Simon Rumo,,,,5:38.17,5:29.95,4:58.91,,4:49.69,,,,,,,
Thomas Hausmann,4:41.50,,,,,,,,,,,,,,
Reto Nüssli,5:42.23,,,,,,,,,,,,,,
Clemens Gisler,,4:55.74,5:12.70,,,,,,,,,,,,
Marc Gigon,,,,,,,,,,4:55.81,4:44.16,4:35.73,,4:28.88,4:26.98
Mario Müller,,,,,,,,,,5:35.47,,,,,
Clément Gilliéron,,,,,,,,,,,,4:20.05,4:14.05,4:03.21,4:10.89
Joel Rüegg,,,,,,,,,,,,,5:06.31,,
Christian Bättig,5:08.23,5:11.76,,,,,,,,,,,,,
Christian Bärtsch,4:37.02,,4:29.71,,,,,,,,,,,,
Daniel Witteveen,,,,,,,,,,,,,,,4:37.93
Nicolas Schenker,,,5:27.24,5:28.71,,,,,,,,,,,
Luciano Porras,,,,,,,,,,4:28.37,4:16.81,4:29.81,,,
Sebastian Schaffner,,,,,,,,,,,5:03.35,5:09.80,,,
Romain Moix,,,,5:09.27,,,,,,,,,,,
Konstantin Frank,,,,,,,,5:18.05,,,,,,,
Christoph Kellerhals,4:05.38,,4:01.33,4:06.12,,,,,,,,,,,
Awet Eyob,,,,,,,,,,,,4:39.64,,,
Xavier Méroz,,,,5:18.89,,,5:35.28,,,,,,,,
Daniel Thür,4:07.55,4:11.04,,,,,,,,,,,,,
Denis Amrein,4:24.24,,,,,,,,,,,,,,
Lukas Baroke,,,,,,,,,,,,5:17.95,,5:11.15,
Danilo Doninelli,,,,,4:27.21,,,,,,,,,,
Philipp Weber,,4:22.04,4:11.23,4:17.93,4:16.54,4:09.16,,,,4:09.94,,,4:09.35,4:14.95,4:09.04
Jan Mitsche,,,,,,,,,,,,,,5:00.02,4:47.07
Audun Nordtveit,,,,3:55.04,3:51.96,,,,,,,,,,
Dominic Oesch,,,,,,,,4:45.99,4:29.77,4:19.35,4:16.68,4:22.07,,,
Sileno Papa,,,,,,,,5:42.38,6:26.36,5:08.27,,,,,
Manuel Weibel,,,,,,4:55.82,4:57.64,4:43.46,,,4:36.25,,4:39.97,4:50.45,4:47.02
Christopher Allemann,,5:04.05,,,,,,,,,,,,,
